PlayerID,PlayerName
36314,Choi Chul-Soon
36358,Sokratis
36396,Branislav Ivanović
36443,Dax McCarty
36556,Javier Hernández
36612,Wang Dalei
36625,Ivan Rakitić
36627,Yann Sommer
36703,David Ospina
36714,Arturo Vidal
36718,Alexis Sánchez
36727,Fernando Muslera
36764,Aleksandar Kolarov
36766,Juan Mata
36768,Fraser Forster
36769,Mats Hummels
36770,Toni Kroos
36774,Fernando Reges
36782,Titi
36795,K. Papadopoulos
36807,Mathias Jørgensen
36817,Mario Mandžukić
36821,Hernán Barcos
36862,Óscar Cardozo
36867,Fábio Coentrão
36877,Diego Costa
36878,Raúl Fernández
36888,Martín Cáceres
36890,Gunnar Nielsen
36943,Cássio Ramos
36945,Fágner Lemos
36949,Sergio Romero
36967,Nordin Amrabat
36990,Yacine Brahimi
36998,Eden Hazard
37005,Henri Saivet
37026,Steve Mandanda
37028,André Ayew
37035,Moussa Sissoko
37039,Carlos Sánchez
37106,Ángel Di María
37109,Diego Buonanotte
37117,André Castro
37136,Nicolas Viola
37140,Matteo Darmian
37191,Anthony Modeste
37225,Mert Günok
37253,Samuel Armenteros
37257,Przemysław Tytoń
37289,Jason Steele
37291,Asmir Begović
37304,Cristhian Stuani
37306,Mario Balotelli
37314,Vítor Gomes
37336,Antonio Candreva
37337,Mauricio Isla
37359,Kiko Olivas
37377,Andrés Fernández
37383,Vicente Iborra
37403,Yann M'Vila
37422,Miralem Pjanić
37433,Leroy Fer
37437,Héctor Moreno
37440,Aron Gunnarsson
37493,A. Vasilogiannis
37496,Panagiotis Tachtsidis
37505,Nico Gaitán
37506,Javier García
37511,Facundo Roncaglia
37536,Kwadwo Asamoah
37600,Shin Kwang-hoo
37629,Igor Stasevich
37638,Edin Džeko
37650,Giorgi Makaridze
37721,Itumeleng Khune
37786,Vitaliy Denisov
37814,Teerasil Dangda
37824,Marouane Fellaini
37827,Axel Witsel
37830,Ivelin Popov
37862,Cristopher Toselli
37901,Tomás Rincón
37918,Bradley Guzan
37922,Jozy Altidore
38023,Niklas Moisander
38043,Aaron Meijers
38051,Stevan Jovetić
38054,Simon Kjær
38062,Albin Ekdal
38082,Aaron Ramsey
38115,Lautaro Acosta
38118,Cristian Álvarez
38122,Pablo Piatti
38124,Míchel Macedo
38190,Ryad Boudebouz
38218,Johny Placide
38234,Mohamed Youssouf
38240,Mesut Özil
38261,Andriy Yarmolenko
38262,Matías Suárez
38274,Dayro Moreno
38288,Ezequiel Muñoz
38295,Taison
38297,Willian
38338,Daniel Wass
38345,Milan Badelj
38346,Dejan Lovren
38352,Danny Welbeck
38362,Liam Cooper
38366,G. Bonaventura
38387,Massimo Coda
38400,R. van Wolfswinkel
38403,Eloy Room
38422,Mathieu Dossevi
38437,Charles Kaboré
38438,Carlão Roberto
38439,Ivan Perišić
38448,Loïc Nestor
38467,Ricardo Rocha
38481,Bruno Fornaroli
38483,Diego Polenta
38491,Luuk de Jong
38499,Kevin Strootman
38513,Damián Díaz
38567,Pedro Rodríguez
38568,Sergio Busquets
38589,Fábio da Silva
38590,Rafael da Silva
38618,Samuel Souprayen
38627,Olivier Giroud
38630,Vicente Guaita
38635,Jasper Cillessen
38655,Sergio Canales
38687,Odion Ighalo
38697,Ciprian Deac
38700,Anthony Moris
38701,Timothée Kolodziejczak
38706,Mikel Balenziaga
38738,Lamine Gassama
38761,Necip Uysal
38778,Gonzalo Marinelli
38779,Dani Parejo
38784,Péter Gulácsi
38789,Barry Bannan
38794,Joe Bennett
38796,Toby Alderweireld
38797,Daley Blind
38800,Luciano Narsingh
38806,Arnaud Djoum
38807,Tomeu Nadal
38818,Cote
38841,Sinan Bolat
38843,Eliaquim Mangala
38845,Christian Benteke
38848,David Braz
38852,Davide Faraoni
38858,Stephan El Shaarawy
38862,Mikael Dyrestam
38863,Tobias Sana
38876,Igor Armaş
38918,Gastón Sauro
38937,Gaël Kakuta
38941,Miguel Lopes
38946,Rafael Carioca
38952,Guilherme
38955,Naoki Yamada
38956,Genki Haraguchi
38964,Shunsuke Ando
38965,Kyohei Noborizato
38981,Takuji Yonemoto
39000,Tatsuya Morita
39020,Yuya Ōsako
39023,M. Higashiguchi
39026,Gotoku Sakai
39031,Hotaru Yamaguchi
39032,Yusu Maruhashi
39033,Kim Jin-Hyeon
39036,Keigo Higashi
39161,Jeroen Zoet
39173,Thiago Silva
39178,Kelvin Leerdam
39188,Lee Chung-Yong
39206,Niall McGinn
39215,Renato Augusto
39216,Victor Moses
39218,Federico Macheda
39226,Sébastien Corchia
39259,Jay Rodriguez
39268,Mehdi Abeid
39278,Tino Costa
39281,Fodé Koita
39290,Ibrahim Koné
39313,Charlison Benschop
39324,Juraj Kucka
39356,Jörgen Skjelvik
39359,Cristian Ansaldi
39364,Christian Noboa
39377,Denis Glushakov
39498,Ángel Rodríguez
39538,Anton Shunin
39545,Artur Yusupov
39546,Sergey Terekhov
39550,Aleksandr Kokorin
39602,Etrit Berisha
39609,Valentin Roberge
39699,Gary Medel
39706,Fredy Montero
39718,Roberto Rosales
39719,Salomón Rondón
39730,Peter Pekarík
39756,Konstantin Vassiljev
39771,Ehsan Hajsafi
39773,Celso Borges
39777,Keylor Navas
39786,Carlos Lampe
39795,Jefferson Montero
39798,Aldo Corzo
39804,Martín Silva
39813,Rafael Romo
39823,Yu Hanchao
39833,Alaa Abdulzahra
39864,Nayef Hazazi
39880,Fares Jumaa
39881,Waleed Abbas
39887,Ahmed Khalil
39891,Islom Tukhtakhuzhaev
39926,Floyd Ayité
39936,Henrikh Mkhitaryan
39960,Dimitrios Christofi
39963,Sander Puri
39964,Sergei Zenjov
40002,Robert Lewandowski
40015,Matteo Vitaioli
40026,Jordi Rubio
40027,Marc Vales
40062,Tjaronn Chery
40065,Dries Mertens
40110,Ondřej Čelůstka
40122,Romelu Lukaku
40150,Thomas Delaney
40154,Jens Stryger Larsen
40173,Teemu Pukki
40176,Leonardo Sigali
40204,Darko Lazović
40220,Javier Pastore
40228,Joel Obi
40230,Nenê
40240,Nemanja Matić
40253,Ron Zieler
40254,Adem Ljajić
40256,Neil Etheridge
40257,Chris Smalling
40259,Kyle Bartley
40278,Steven Nzonzi
40283,Séamus Coleman
40284,Vladimír Weiss
40285,Matt Ritchie
40293,Jack Colback
40295,Jordan Henderson
40323,P. Aubameyang
40340,Laurent Koscielny
40350,Jérôme Boateng
40352,Neymar Jr
40354,Dentinho
40392,Nick Viergever
40403,Roderick Miranda
40404,Nélson Oliveira
40407,Maicon Roque
40410,Arvydas Novikovas
40418,Sergey Pesjakov
40422,Xherdan Shaqiri
40425,Jordi Alba
40429,Nemanja Gudelj
40456,Ander Herrera
40472,İsmail Köybaşi
40507,Alexandre Lacazette
40510,Idrissa Sylla
40513,Kévin Catherine
40520,Vid Belec
40524,Roberto Soriano
40525,Mattia Perin
40541,Bram Nuytinck
40551,Marquinhos Gabriel
40553,Leandro Chichizola
40559,Kyle Naughton
40563,Junior Hoilett
40569,James McCarthy
40571,David De Gea
40572,Sergio Tejera
40579,Brice Maubleu
